season,episode,code,title,violence,sex,language,overall,age,verdict,example_1,example_2,example_3
10,08,1008,The One With The Late Thanksgiving,1,3,2,3,10,Preview first — about 10+,Late-series dating and infertility stress for Monica/Chandler.,,
10,09,1009,The One With The Birth Mother,1,3,2,3,10,Preview first — about 10+,Ross and Charlie break up; Rachel considers Paris.,,
10,10,1010,The One Where Chandler Gets Caught,2,4,3,4,13,Skip for under 13,"Sex & hookups — Joey: “And about this Nancy thing... If you're not sleeping with her, should I?”","Nudity & bodies — Phoebe: “[looking outside the window] Eww, look. Ugly Naked Guy lit a bunch of candles.”","Porn / strippers / sex work — Phoebe: “Have you thought about what you would be giving up? You can't move out of the city, what if you want Chinese food at 5am? Or a fake Rolex that breaks as soon as it rains or an Asian hooker sent right to your door?”"
10,11,1011,The One Where The Stripper Cries,1,3,2,3,10,Preview first — about 10+,Surrogate/adoption agency interviews — adult family planning.,,
10,12,1012,The One With Phoebe's Wedding,2,2,3,3,10,Preview first — about 10+,Sex & hookups — Chandler: “I don't know. Maybe he hooked up with that hot girl he was talking to.”,"Violence & injury — Phoebe: “well, apparently stabbing Iceman in the exercise yard just couldn't wait till Monday.”",Swearing — Phoebe: “I want you to be Crazy Bitch again.”
10,13,1013,The One Where Joey Speaks French,1,3,2,3,10,Preview first — about 10+,Monica and Chandler get the adoption call.,,
10,14,1014,The One With Princess Consuela,1,4,2,4,13,Skip for under 13,Rachel and Ross sleep together before she leaves for Paris (implied).,,
10,15,1015,The One Where Estelle Dies,1,3,2,3,10,Preview first — about 10+,"Estelle dies; Joey's agent funeral — mortality, mild.",,
10,16,1016,The One With Rachel's Going Away Party,1,3,2,3,10,Preview first — about 10+,Rachel's goodbye party; romantic unresolved tension.,,
10,17-18,1017-1018,The Last One,1,4,2,4,13,Skip for under 13,Series finale: Ross and Rachel get back together; adoption delivery room.,"Emotional adult romance climax — fine for many teens, intense for little kids.",
